blank,ask_code,topic,en,ko,ru,zh,mn,zh_py,note
,vt030,vt3,guard post,초소,пост (напр. военный),岗哨,харуул манаа,gang3 shao4 ,
,vt031,vt3,win,승리,победа,胜利(我们的胜利的+),ялалт,sheng4 li4 (wo3 men de sheng4 li4+),
,vt032,vt3,defeat,패배,поражение,败北/失利,ялагдал,bai4 bei3 /shi1 li4,
,vt033,vt2,win,승리하다,побеждать,胜利(我们胜利了的+),ялах,sheng4 li4 (wo3 men sheng4 li4 le de +),
,vt034,vt2,be defeated,패배하다,терпеть поражение,失败,ялагдах,shi1 bai4,
,vt035,vt1,win,이기다,выиграть,赢(输赢的+),дийлэх,ying2 (shu1 ying2 de +),
,vt036,vt1,lose,지다(敗),проиграть,败(败仗的+),дийлдэх,bai4 (bai4 zhang4 de +),
,vt037,vt1,enemy,적,враг,敌人,дайсан,di2 ren2 ,
,vt038,vt3,spy,간첩,шпион,间谍,тагнуул,jian4 die2 ,
,vt039,vt3,weapon,무기,оружие,武器,зэр зэвсэг,wu3 qi4 ,
,vt040,vt1,knife,칼,нож,刀(小刀的+),хутга,dao1 (xiao3 dao1 de +),
,vt041,vt1,sword,검,меч,剑(刀剑的+),"илд, сэлэм",jian4 (dao1 jian4 de +),
,vt042,vt1,bow,활,лук (оружие),弓(弓箭的+),нум,gong1 (gong1 jian4 de +),
,vt043,vt1,arrow,화살,стрела,箭(射箭的+),сум (нумны+),jian4 (she4 jian4 de +),
,vt044,vt2,"chord, bowstring",활시위,тетива (лука),弦(弓弦的+),хөвч,xian2 (gong1 xian2 de +),
,vt045,vt2,arrowhead,화살촉,наконечник стрелы,箭头,болцуу,jian4 tou2 ,
,vt046,vt1,gun,총,ружьё,枪(打枪的+),буу,qiang1 (da3 qiang1 de +),
,vt047,vt1,spear (n.),창(槍),копьё,长枪,жад,chang2 qiang1,
,vt048,vt3,pistol,권총,пистолет,手枪,гар буу,shou3 qiang1 ,
,vt049,vt3,machine gun,기관총,пулемёт,机关枪,пулемёт,ji1 guan1 qiang1 ,
,vt050,vt3,trigger,방아쇠,спусковой крючок (в оружии),扳机,гох,ban3 ji1 ,
,vt051,vt3,muzzle,총구,дуло,枪口,бууны ам,qiang1 kou3 ,
,vt052,vt3,cartridge (for a gun),탄약통,патрон,弹夹,дарины сав,dan4 jia2 ,
,vt053,vt1,bullet,총알,пуля,子弹,сум (бууны+),zi3 dan4 ,
,vt054,vt3,cannon,포,пушка,炮(大炮的+),их буу,pao4 (da4 pao4 de +),
,vt055,vt1,gunpowder,화약,порох,火药,дарь,huo3 yao4 ,
,vt056,vt3,"discharge, spout out",발사하다,"стрелять, запускать",射击,буудах,she4 ji1 ,
,vt057,vt3,disturbance/riot,소란,суматоха,骚乱,чимээ шуугиан,sao1 luan4 ,
,vt058,vt3,gathering,집합,"сбор, собирание",集合(全体集合的+),цуглаан,ji2 he2 (quan2 ti3 ji2 he2 de +),
,vt059,vt2,guide (n. a person),길안내인,проводник,向导(他是我们的向导的+),газарч,xiang4 dao3 (ta1 shi4 wo3 men de xiang4 dao3 de +),
,vt060,vt1,road/path,길,путь,道路,зам,dao4 lu4 ,
,vt061,vt3,broad road,한길,большая дорога,大道,өргөн зам,da4 dao4 ,
,vt062,vt3,long way,먼 길,дальний путь,远道,алсын зам,yuan3 dao4 ,
,vt063,vt2,shortcut,지름길/첩경,короткий путь,近道/捷径,дөт зам,jin4 dao4 /jie2 jing4,
,vt064,vt3,log bridge,외나무다리,мост из одного бревна,独木桥,дан модон гүүр,du2 mu4 qiao2 ,
,vt065,vt1,carriage,수레,повозка,车(手推车的+),тэрэг,che1 (shou3 tui1 che1 de +),
,vt066,vt2,cart,짐마차,телега,马车(行李用的+),ачааны тэрэг,ma3 che1 (xing2 li yong4 de+),
,vt067,vt3,coach/carriage,마차,карета,马车(乘人用的+),морин тэрэг,ma3 che1 (cheng2 ren2 yong4 de +),
,vt068,vt1,luggage/baggage,짐,багаж,行李,ачаа,xing2 li,
,vt069,vt3,railway,철로,железнодорожный путь,铁路,,tie3 lu4 ,
,vt070,vt2,railway,철도,железная дорога,铁道,,tie3 dao4,
,vt086,vt2,railway,철로/철도,,,төмөр зам,,
,vt072,vt1,bridge,다리(橋),мост,桥(过河的+),гүүр,qiao2 (guo4 he2 de +),
,vt073,vt3,vehicle,탈것,средства транспорта,交通工具,унаа,jiao1 tong1 gong1 ju4 ,
,vt074,vt2,bicycle,자전거,велосипед,自行车,дугуй,zi4 xing2 che1 ,
,vt075,vt3,train,전차,трамвай,电车,трамвай,dian4 che1 ,
,vt076,vt1,train,기차,поезд,火车,галт тэрэг,huo3 che1 ,
,vt077,vt2,car,자동차,автомобиль,汽车,машин,qi4 che1 ,
,vt078,vt2,airplane,비행기,самолёт,飞机,нисэх онгоц,fei1 ji1 ,
,vt079,vt1,sled,썰매,сани,雪橇,чарга,xue3 qiao1 ,
,vt089,vt1,dog-sledge,썰매(개 또는 사슴),нарты,,,,
,vt080,vt1,ship,배(船),корабль,船(坐船的+),усан онгоц,chuan2 (zuo4 chuan2 de +),
,vt087,vt1,dugout (log) canoe,통나무배,долблёнка,独木舟,,du2 mu4 zhou1,
,vt088,vt1,,배(자작나무 껍질로 만든+),оморочка (берестяная),,,,
,vt081,vt2,"boat, lighter",조각배,лодка,小船,завь,xiao3 chuan2 ,
,vt082,vt3,raft,뗏목,плот,划子,сал,hua2 zi,
,vt083,vt3,ferry,나루터,переправа (место),渡口,гарам,du4 kou3 ,
,vt084,vt3,pier,선착장,причал,乘船处(上船的地方),усан онгоцны зогсоол,cheng2 chuan2 chu4 (shang4 chuan2 de di4 fang),
,vt085,vt3,wharf,부두,пристань,码头,боомт,ma3 tou,
,vb001,vb2,body,신체,тело,身体,бие,shen1 ti3 ,
,vb002,vb1,head,머리,голова,头(头脑的+),толгой,tou2 (tou2 nao3 de +),
,vb003,vb1,hair,머리카락,волосы (на голове человека),头发,үс,tou2 fa,
,vb004,vb2,braided hair,땋은 머리,коса (заплетённые волосы),辫子,гэзэг,bian4 zi,
,vb005,vb2,bald (head),대머리,лысый,秃头,халзан толгой,tu1 tou2 ,
,vb006,vb1,forehead,이마,лоб,额头/脑门,магнай,e2 tou2 /nao3 men2,
,vb007,vb1,face,얼굴,лицо,脸(脸红的+),нүүр,lian3 (lian3 hong2 de +),
,vb008,vb2,eyebrow,눈썹,брови,眉毛,хөмсөг,mei2 mao,
,vb009,vb2,eyelash,속눈썹,ресницы,眼睫毛,сормуус,yan3 jie2 mao2 ,
,vb010,vb1,eye,눈(眼),глаз,眼睛,нүд,yan3 jing,
,vb011,vb2,eyeball,눈알,глазное яблоко,眼珠儿,нүдний цэцгий,yan3 zhu1r,
,vb012,vb2,pupil,동공/눈동자,зрачок,瞳孔/瞳人儿,хүүхэн хараа,tong2 kong3 /tong2 ren2r,
,vb013,vb2,eyelid,눈꺼풀,веко,眼皮儿,"аньсага, зовхи",yan3 pi2r,
,vb014,vb1,tear(n. from the eyes),눈물,слёзы,眼泪,нулимс,yan3 lei4 ,
,vb015,vb1,nose,코,нос,鼻子,хамар,bi2 zi,
,vb016,vb2,nostril,콧구멍,ноздря,鼻孔,хамрын нүх,bi2 kong3 ,
,vb017,vb1,ear,귀,ухо,耳朵,чих,er3 duo,
,vb018,vb2,earlobe,귓불,мочка уха,耳垂,чихний гэдэс,er3 chui2 ,
,vb019,vb1,mouth,입,рот,嘴(人的+),ам,zui3 (ren2 de +),
,vb020,vb1,lip,입술,губа,嘴唇,уруул,zui3 chun2 ,
,vb021,vb2,upper lip,윗입술,верхняя губа,上嘴唇,дээд уруул,shang4 zui3 chun2,
,vb022,vb2,lower lip,아랫입술,нижняя губа,下嘴唇,"доод уруул, хөмхий",xia4 zui3 chun2,
,vb023,vb1,tongue,혀,язык (напр. коровий),舌头,хэл,she2 tou ,
,vb024,vb1,tooth,이/치아,зуб,牙齿,шүд,ya2 chi3 ,
,vb025,vb2,upper teeth,윗니,верхние зубы,上牙,дээд шүд,shang4 ya2,
,vb026,vb2,lower teeth,아랫니,нижние зубы,下牙,доод шүд,xia4 ya2,
,vb027,vb2,front teeth,앞니,передние зубы,前牙,үүдэн шүд,qian2 ya2,
,vb028,vb2,wisdom tooth,사랑니,зуб мудрости,立事牙,агт араа,li4 shi4 ya2,
,vb029,vb2,back tooth,어금니,коренной зуб,大牙,араа шүд,da4 ya2 ,
,vb030,vb2,gums,잇몸,дёсны,牙龈,буйл,ya2 yin2 ,
,vb031,vb2,uvula,목젖,язычок,小舌儿,хүүхэн хэл,xiao3 she2r,
,vb032,vb1,throat,목구멍,горло,喉咙,хоолой,hou2 long2 ,
,vb033,vb1,voice,목소리,голос,声音(说话声音的+）,дуу,sheng1 yin1(shuo1 hua4 sheng1 yin1 de +),
,vb034,vb2,pharynx,인두,глотка,咽喉,багалзуур,yan1 hou2,
,vb035,vb1,cheek,뺨,щека,脸颊,хацар,lian3 jia2 ,
,vb036,vb2,cheekbone,광대뼈,скула,颧骨,хацрын яс,quan2 gu3 ,
,vb037,vb1,jaw,턱,челюсть,下巴,эрүү,xia4 ba ,
,vb038,vb2,chin,턱끝,подбородок,下巴尖,эрүүний үзүүр,xia4 ba jian1,
,vb039,vb1,neck,목,шея,脖子,хүзүү,bo2 zi,
,vb040,vb1,shoulder,어깨,плечо,肩膀,мөр,jian1 bang3 ,
,vb041,vb1,breast,가슴,грудь,胸脯,цээж,xiong1 pu2,
,vb078,vb1,breast (womans),유방(사람의+),груди (женские),乳房(人的),хөх,ru3 fang2 (ren2 de ),
,vb042,vb1,back,등,спина,脊背,нуруу,ji3 bei4 ,
,vb043,vb1,abdomen,배(腹),живот,肚子,гэдэс,du4 zi,
,vb044,vb3,armpit,겨드랑 밑,подмышка,腋下/胳肢窝,суга,ye4 xia4 /ga1 zhi wo1 ,
,vb045,vb1,arm,팔(인체의+),рука,胳膊,гар (мɵрнɵɵс хуруу хүртэлх хэсэг),ge1 bo,
,vb046,vb1,leg,다리(脚),нога (без стопы),腿(大腿的+),хɵл (сүүжнээс ул хүртэлх хэсэг),tui3 (da4 tui3 de +),
,vb047,vb1,hand,손,кисть (от запястья до конца пальцев),手(手脚的+),гар (бугуйнаас хуруу хүртэлх хэсэг),shou3 (shou3 jiao3 de+),
,vb048,vb1,foot,발,стопа,脚(手脚的+),хɵл (шагайгаас ул хүртэлх хэсэг),jiao3 (shou3 jiao3 de +),
,vb049,vb3,limbs,손발,руки и ноги,手脚,гар хөл,shou3 jiao3 ,
,vb050,vb2,elbow,팔꿈치,локоть,胳膊肘,тохой,ge1 bo zhou3 ,
,vb051,vb2,wrist,손목,запястье,手腕子,бугуй,shou3 wan4 zi,
,vb052,vb2,fist,주먹,кулак,拳头,нударга,quan2 tou,
,vb053,vb2,palm,손바닥,ладонь,手掌,алга,shou3 zhang3 ,
,vb054,vb3,back of hand,손등,тыльная сторона ладони,手背,гарын ар тал,shou3 bei4 ,
,vb055,vb1,finger,손가락,палец,手指,гарын хуруу,shou3 zhi3 ,
,vb056,vb2,finger,발가락,палец ноги,脚趾,хөлийн хуруу,jiao3 zhi3,
,vb057,vb2,thumb,엄지 손가락,большой палец,大拇指,эрхий хуруу,da4 mu zhi3 ,
,vb058,vb2,forefinger,집게 손가락,указательный палец,食指,"долоовор хуруу, заагч хуруу",shi2 zhi3 ,
,vb059,vb2,middle finger,가운데 손가락,средний палец,中指,дунд хуруу,zhong1 zhi3 ,
,vb060,vb2,ring finger,약지/무명지,безымянный палец,无名指,"ядам хуруу, нэргүй хуруу",wu2 ming2 zhi3 ,
,vb061,vb2,little finger,새끼 손가락,мизинец,小指(小手指的+),чигчий хуруу,xiao3 zhi3 (xiao3 shou3 zhi3 de +),
,vb062,vb1,nail,손톱,ноготь (на руке),手指甲,гарын хумс,shou3 zhi3 jia3 ,
,vb063,vb1,toenail,발톱(사람의+),ноготь (на ноге),脚趾甲,хөлийн хумс,jiao3 zhi3 jia3,
,vb064,vb2,hip,엉덩이,"попы, ягодицы",屁股,бөгс,pi4 gu,
,vb065,vb2,thigh,넓적다리/허벅지,бедро,大腿,гуя,da4 tui3 ,
,vb066,vb1,knee,무릎,колено,膝盖,өвдөг,xi1 gai4,
,vb067,vb2,calf (n. part of the leg),종아리,задняя часть голени,小腿,шилбэний ар хэсэг,xiao3 tui3 ,
,vb068,vb3,shin,정강이,передняя часть голени,胫,шилбэ,jing4,
,vb069,vb3,calf,장딴지,икры (голени),腿肚子/小腿肚,хөлийн эрээн булчин,tui3 du4 zi /xiao3 tui3 du4,
,vb070,vb2,ankle,발목,лодыжка,脚脖子,хөлийн шагай,jiao3 bo2 zi,
,vb071,vb3,ankle,복사뼈,таранная кость,踝子骨/脚踝骨,шагай,huai2 zi gu3 /jiao3 huai2 gu3,
,vb072,vb2,heel,발꿈치,пятка,脚后跟,өсгий,jiao3 hou4 gen,
,vb073,vb2,sole of foot,발바닥,подошва стопы,脚掌,хөлийн ул,jiao3 zhang3,
,vb074,vb1,heart,심장,сердце,心脏,зүрх,xin1 zang4 ,
,vb075,vb1,waist,허리,поясница,腰(腰疼的+),нуруу,yao1 (yao1 teng2 de +),
,vb076,vb3,loin,허리(잘록한 부분),талия,腰,бэлхүүс,yao1,
,vb077,vb1,backbone,척추,позвоночник,脊柱/脊梁骨/脊椎,сээр нуруу,ji3 zhu4 /ji3 liang2 gu3/ji3 zhui1 ,
,vb079,vb3,"teat, nipple",유두,сосок,奶头,хөхний товч,nai3 tou2 ,
,vb080,vb1,navel,배꼽,пуп,肚脐,хүйс,du4 qi2 ,
,vb081,vb1,muscle,근육/힘살,мышца,肌肉,булчин,ji1 rou4 ,
,vb082,vb2,sinew,힘줄,сухожилие,筋(筋骨的+),шөрмөс,jin1 (jin1 gu3 de +),
,vb083,vb1,flesh,살,плоть,肉(我大腿上的肉的+),мах,rou4 (wo3 da4 tui3 shang4 de rou4 de +),
,vb084,vb2,"fat, grease",지방(脂肪),жир,脂肪,өөх,zhi1 fang2 ,
,vb085,vb1,stomach,위,желудок,胃(肠胃的+),ходоод,wei4 (chang2 wei4 de +),
,vb086,vb1,bowels,장,кишка,肠(肠子的+),гэдэс дотор,chang2 (chang2 zi de +),
,vb087,vb3,rectum,직장(直腸),прямая кишка,直肠(肠子里的一部分),шулуун гэдэс,zhi2 chang2 (chang2 zi li3 de yi2 bu4 fen),
,vb088,vb3,small intestine,소장,тонкая кишка,小肠,нарийн гэдэс,xiao3 chang2,
,vb089,vb3,large intestine,대장,толстая кишка,大肠,бүдүүн гэдэс,da4 chang2,
,vb090,vb3,duodenum,십이지장,двенадцатиперстная кишка,十二指肠,арван хоёр нугалаа гэдэс,shi2 er4 zhi3 chang2,
,vb091,vb3,appendix,맹장,аппендикс,盲肠,мухар олгой,mang2 chang2,
,vb092,vb3,spleen,비장,селезёнка,脾(脾胃的+),дэлүү,pi2 (pi2 wei4 de +),
,vb093,vb1,kidney,콩팥,почки (напр. левая),肾(肾脏的+),бөөр,shen4 (shen4 zang4 de +),
,vb094,vb1,liver,간,печень,肝(肝脏的+),элэг,gan1 (gan1 zang4 de +),
,vb095,vb1,gallbladder,쓸개,жёлчный пузырь,胆(苦胆的+),цөс,dan3 (ku3 dan3 de +),
,vb096,vb1,lungs,폐,лёгкие,肺(肺气肿的+),уушги,fei4 (fei4 qi4 zhong3 de +),
,vb097,vb3,nerve,신경,нерв,神经,мэдрэл,shen2 jing1 ,
,vb098,vb1,vesica,방광,мочевой пузырь,膀胱,давсаг,pang1 guang1 ,
,vb099,vb2,blood vessel,혈관,кровеносный сосуд,血管,судас,xue4 guan3 ,
,vb100,vb1,blood,피,кровь,血(流血的+),цус,xue4 (liu2 xue4 de +),
,vb101,vb1,bleed,흘리다(피를+),Течёт кровь.,出(出血的+),цус гоожих,chu1 (chu1 xie4 de +) ,
,vb102,vb1,breathe,숨쉬다,дышать,喘气,амьсгалах,chuan3 qi4,
,vb103,vb2,breath,호흡,дыхание,呼吸(名饲),амьсгал,hu1 xi1 ,
,vb104,vb1,become pregnant,임신하다(사람이+),беременеть,怀孕,жирэмслэх,huai2 yun4 ,
,vb105,vb2,pregnancy,임신,беременность,身孕(名饲),жирэмслэлт,shen1 yun4 ,
,vb106,vb3,hair,털(사람의+),волосы (у человека),寒毛,үс,han2 mao2,
,vb107,vb3,brain,뇌수,головной мозг,脑髓,тархи,nao3 sui3,
,vb155,vb3,spinal cord,척수,спинной мозг,脊髓,нугас,ji3 sui3,
,vb108,vb1,brain,뇌,мозг,脑子,уураг тархи,nao3 zi,
,vb109,vb3,skull,두개골,череп,颅骨,гавлын яс,lu2 gu3 ,
,vb110,vb2,moustache/beard,수염,,胡子,сахал,hu2 zi ,
,vb111,vb1,moustache,콧수염,усы,小胡子/胡子,живэр,xiao3 hu2 zi,
,vb112,vb1,beard,턱수염,борода,须(下巴的),нагал ооч,xu1 (xia4 ba de),
,vb113,vb1,(side) whiskers,구레나룻,бакенбарды,络腮胡子,хууз,luo4 sai1 hu2 zi,
,vb114,vb1,skin,피부,кожа (напр. на руках),皮肤,арьс,pi2 fu1 ,
,vb115,vb1,bone,뼈,кость,骨头,яс,gu3 tou ,
,vb116,vb1,rib,갈비,ребро,肋骨,хавирга,lei4 gu3 ,
,vb117,vb3,penis,음경,мужской половой член,阴茎(男性的生殖器),шодой,yin1 jing1 (nan2 xing4 de sheng1 zhi2 qi4),
,vb118,vb3,vulva,음문,женский половой орган,阴部(女性的生殖器),эм бэлэг эрхтэн,yin1 bu4 (nv3 xing4 de sheng1 zhi2 qi4),
,vb119,vb3,testicle,고환,яички (мужские),睾丸,төмсөг,gao1 wan2 ,
,vb120,vb3,"crotch, coxa",가랑이/사타구니,пах,胯(胯下的),салтаа,kua4 (kua4 xia4 de),
,vb121,vb3,sneeze (n.),재채기,чиханье,喷嚏,найтаалга,pen1 ti4 ,
,vb122,vb2,sneeze (v.),재채기하다,чихать,打喷嚏,найтаах,da3 pen1 ti4 ,
,vb123,vb3,yawn (n.),하품,зеванье,呵欠,эвшээх,he1 qian4 ,
,vb124,vb2,yawn (v.),하품하다,зевать,打哈欠,эвшээх,da3 ha1 qian,
,vb125,vb3,"wind, fart",방귀,пуканье,屁(放屁的+),унгас,pi4 (fang4 pi4 de +),
,vb126,vb2,fart,뀌다(방귀를+),пукать,放(放屁的+),унгах,fang4 (fang4 pi4 de +) ,
,vb127,vb3,dandruff,비듬,перхоть,头皮屑,үсний хаг,tou2 pi2 xie4,
,vb128,vb1,feces,똥(사람의+),кал,屎/大便(人的),баас,shi3 /da4 bian4 ,
,vb129,vb2,defecate,누다(똥을+),какать,拉(拉屎的+),баах,la1 (la1 shi3 de +),
,vb130,vb1,urine,오줌,моча,尿(尿液的+),шээс,niao4 (niao4 ye4 de +),
,vb131,vb2,urinate,누다(오줌을+),писать (мочу),尿/撒(尿尿的+),шээх,niao4 /sa1(niao4 niao4 de +),
,vb132,vb2,phlegm,가래,мокрота,痰(吐痰的+),цэр,tan2 (tu3 tan2 de +),
,vb133,vb1,spit,침(唾),слюна,唾沫,шүлс,tuo4 mo,
,vb134,vb2,spit,뱉다(침을+),плевать,吐(吐吐沫的+),нулимах,tu3 (tu3 tu4 mo de +),
,vb135,vb1,sweat,땀,пот,汗(汗水的+),хөлс,han4 (han4 shui3 de +),
,vb136,vb1,sweat(v),나다(땀이+),потеть,出(出汗的+),хөлс гарах,chu1 (chu1 han4 de +),
,vb137,vb3,"filth, grime",때(더러움),грязь (напр. на руках),泥垢,хир,ni2 gou4 ,
,vb138,vb2,wrinkles,주름,морщина,皱纹,үрчлээ,zhou4 wen2 ,
,vb139,vb2,"wen, lump",혹,"шишка, нарост",瘤子,ур,liu2 zi,
,vb140,vb3,scar,흉터,шрам,疤痕,сорви,ba1 hen2,
,vb141,vb3,life,목숨,жизнь (отдавать жизнь за что-л.),性命,амь,xing4 ming4 ,
,vb142,vb3,suicide,자살,самоубийство,自杀,амиа хорлох,zi4 sha1 ,
,vb143,vb2,corpse,시체,труп,尸体,шарил,shi1 ti3 ,
,vb144,vb1,"mind, heart",마음,душа (напр. добрая),心(心肠好的+),сэтгэл,xin1(xin1 chang2 hao3 de +),
,vb145,vb3,feeling,기분/심정,настроение,心情,зүрх сэтгэл,xin1 qing2 ,
,vb146,vb3,vitality,혈기/원기,бодрость,活力,хүч тэнхээ,huo2 li4 ,
,vb147,vb1,sleep,잠,сон (напр. крепкий сон),睡眠,нойр,shui4 mian2 ,
,vb148,vb3,barefooted,맨발,босые ноги,光脚,хөл нүцгэн,guang1 jiao3 ,
,vb149,vb3,mole,점/반점,родинка,痣(黑痣的+),мэнгэ толбо,zhi4 (hei1 zhi4 de+),
,vb150,vb3,trunk,몸통,туловище,躯干,их бие,qu1 gan4 ,
,vb151,vb3,joint,관절,сустав,关节,үе мөч,guan1 jie2 ,
,vb152,vb2,snore,골다(코를+),храпеть,打(打呼噜的+),хурхирах,da3 (da3 hu1 lu de +),
,vb153,vb2,pulse,맥박,пульс,脉搏,судасны цохилт,mai4 bo2 ,
,vb154,vb3,health,건강,здоровье,健康,эрүүл мэнд,jian4 kang1 ,
,vz001,vz1,sickness,병(病),болезнь,病(生病的+),өвчин,bing4 (sheng1 bing4 de +),
,vz002,vz2,patient,환자,больной (человек),病人,өвчтөн,bing4 ren2 ,
,vz003,vz1,fall ill,걸리다(병에+),заболеть,得(得病的+),өвчин тусах,de2 (de2 bing4 de +) ,
,vz004,vz1,"suffer, become ill",앓다,болеть (напр. Он болеет гриппом.),患(患病的+),өвдөх,huan4 (huan4 bing4 de +),
,vz005,vz1,painful,아프다(머리가+),болеть (напр. У меня болит голова.),痛/疼(头疼的+),(толгой) өвдөх,tong4 /teng2 (tou2 teng2 de +),
,vz006,vz1,wound,상처,рана,伤口,шарх,shang1 kou3,
,vz007,vz2,cold,감기,простуда,感冒,ханиад,gan3 mao4 ,
,vz008,vz1,catch a cold,감기 걸리다,простудиться,得感冒,ханиад хүрэх,de3 gan3 mao4,
,vz009,vz2,headache,두통,головная боль,头痛,толгойн өвчин,tou2 tong4 ,
,vz010,vz1,fever,열(이마의+),температура (напр. на лбу),烧(发烧的+),халуун,shao1 (fa1 shao1 de +),
,vz011,vz2,infect,전염하다,заражать,传染,халдах,chuan2 ran3 ,
,vz012,vz3,cough,기침,кашель,咳嗽(咳嗽药的+),ханиад,ke2 sou (ke2 sou yao4 de +),
,vz013,vz2,cough(v),기침하다,кашлять,咳嗽(他咳嗽了的+),ханиалгах,ke2 sou (ta1 ke2 sou le de +),
,vz014,vz3,tuberculosis,폐결핵,туберкулёз,肺病,уушгины сүрьеэ,fei4 bing4 ,
,vz015,vz2,vomit,토하다,"рвать (о рвоте, Больного рвёт.)",呕吐,бөөлжих,ou3 tu4,
,vz016,vz3,vomiting,구토,рвота,呕吐,бөөлжис,ou3 tu4 ,
,vz017,vz2,diarrhea,설사,понос,腹泻/拉肚子,чацга алдах,fu4 xie4 /la1 du4 zi,
,vz018,vz3,herpes,옴/포진,герпес,癣(牛皮癣的+),хамуу,xuan3 (niu2 pi2 xuan3 de +),
,vz019,vz3,syphilis,매독,сифилис,疮(疮疤的+),тэмбүү,chuang1 (chuang1 ba1 de +),
,vz020,vz3,urticaria,풍진,крапивница (болезнь),风疹,салхин цэцэг өвчин,feng1 zhen3,
,vz021,vz3,smallpox,천연두,оспа,天花,цэцэг өвчин,tian1 hua1 ,
,vz022,vz3,"swelling, rash",부종,отёк,浮肿,хавдар,fu2 zhong3 ,
,vz023,vz2,swell,부어오르다(종기가+),отекать,发肿,хавдах,fa1 zhong3 ,
,vz024,vz2,squint,사시의,косой (косоглазый),斜眼,солир нүдтэй,xie2 yan3 ,
,vz025,vz3,one-eye,외눈/애꾸눈,кривой (слепой на один глаз),独眼龙,өрөөсөн нүдтэй,du2 yan3 long2 ,
,vz026,vz1,drug,약,лекарство,药(吃药的+),эм,yao4 (chi1 yao4 de +),
,vz027,vz1,take medicine,먹다(약을+),пить лекарство,吃(吃药的+),эм уух,chi1 (chi1 yao4 de +) ,
,vz028,vz3,disinfect,소독하다,дезинфицировать,消毒,ариутгах,xiao1 du2 ,
,vz029,vz2,snivel,콧물,сопли,鼻涕,нус,bi2 ti4,
,vz030,vz2,blow ones nose,풀다(코를+),сморкаться,擤(擤鼻涕的+),нийх (нус+),xing3 (xing3 bi2 ti4 de +) ,
,vz031,vz3,pus,고름,гной,脓(化脓的+),идээ бээр,nong2 (hua4 nong2 de +),
,vz032,vz3,malaria,말라리아,малярия,疟疾,хумхаа,nve4 ji,
,vz033,vz2,the blind,맹인,слепой,瞎子,сохор хүн,xia1 zi,
,vz034,vz2,the deaf,귀머거리,глухой,聋子,дүлий хүн,long2 zi,
,vz035,vz2,dumb person,벙어리,немой,哑巴,хэлгүй хүн,ya3 ba,
,vz036,vz2,lunatic,미치광이,сумасшедший ,疯子,галзуу хүн,feng1 zi,
,vz037,vz2,lame person,절름발이,хромой,瘸子,доголон хүн,que2 zi,
,vz038,vz3,become deaf,귀가 먹다,глохнуть,聋(耳聋的+),дүлийрэх,long2 (er3 long2 de +),
,vz039,vz3,stammering,말더듬이,заика,口吃,ээрүү,kou3 chi1 ,
,vz040,vz3,death,죽음,смерть,死亡,үхэл,si3 wang2,
,vz041,vz3,tomb,무덤,могила,坟墓,булш,fen2 mu4 ,
,vl001,vl1,house,집,дом,房子,байшин,fang2 zi,
,vl002,vl1,yurt,유르트,юрта,帐篷(游牧民族用的帐篷),гэр,zhang4 peng2 (you2 mu4 min2 zu2 yong4 de zhang4 peng ),
,vl003,vl1,pao,몽골 집,монгольская юрта,蒙古包,монгол гэр,meng3 gu3 bao1 ,
,vl004,vl3,the wall of pao,몽골 집의 벽,стена монгольской юрты,蒙古包壁,хана,meng3 gu3 bao1 bi4 ,
,vl005,vl2,tent,천막,палатка,帐篷(搭个帐篷的+),майхан,zhang4 peng2 (da1 ge zhang4 peng2 de +),
,vl006,vl3,marquee,장막(위를 가리는 큰 천막),шатёр,棚(天棚的+),цацар,peng2 (tian1 peng2 de +),
,vl007,vl1,reside,거주하다/살아가다,проживать,住(我住在北京的+),амьдрах,zhu4 (wo3 zhu4 zai4 bei3 jing1 de +),
,vl008,vl1,reside,거주하다,,住(居住的+),,zhu4 (ju1 zhu4 de +),
,vl009,vl3,make a living,살아가다,,过日子,,guo4 ri4 zi,
,vl010,vl1,door,문,дверь,门(大门的+),үүд,men2 (da4 men2 de +),
,vl011,vl2,gate,대문,ворота,大门,хаалга,da4 men2 ,
,vl012,vl2,window,창문,окно,窗/窗户,цонх,chuang1 /chuang1 hu,
,vl013,vl2,wall,벽,стена,墙壁,хана,qiang2 bi4 ,
,vl014,vl1,room,방,комната,房间,өрөө,fang2 jian1 ,
,vl015,vl1,roof,지붕,крыша,房顶,дээвэр,fang2 ding3 ,
,vl016,vl1,pillar,기둥,столб,柱子,багана,zhu4 zi,
,vl017,vl1,floor,마루바닥,пол (напр. деревянный),地板,шал,di4 ban3 ,
,vl018,vl2,chimney,굴뚝/연통,труба (дымовая),烟筒/烟囱,яндан,yan1 tong /yan1 cong1 ,
,vl019,vl3,fire pot,화로,жаровня,炉子,зуух,lu2 zi,
,vl020,vl2,fire place,아궁이,топка,灶膛,задгай зуух,zao4 tang2 ,
,vl021,vl1,stove,페치카 (러시아식 난방시설),печка,火炉,пийшин,huo3 lu2 ,
,vl022,vl2,bed,침대,кровать,床(单人床的+),ор,chuang2 (dan1 ren2 chuang2 de +),
,vl023,vl3,bedding,침구,постельное бельё,铺盖,ор дэрний хэрэгсэл,pu1 gai4,
,vl024,vl3,bet sheet,침대시트,простыня,床单,орны даавуу,chuang2 dan1,
,vl025,vl1,quilt,이불,,被子,хөнжил,bei4 zi,
