blank,ask_code,topic,en,ko,ru,zh,mn,zh_py,note
,vl026,vl2,mattress,요/매트,матрас,褥子,гудас дэвсгэр,ru4 zi,
,vl027,vl2,blanket,담요,одеяло,毯子,нимгэн хөнжил,tan3 zi,
,vl028,vl1,pillow,베개,подушка,枕头,дэр,zhen3 tou ,
,vl029,vl3,mat,자리(까는 것의 총칭),подстилка,,дэвсгэр,,
,vl195,vl3,,돗자리,циновка,,,,
,vl196,vl3,,자리(까는 것의 총칭)/돗자리,,席子,,xi2 zi,
,vl030,vl3,(straw) mat,멍석,рогожа,草席,дэрсэн дэвсгэр,cao3 xi2,
,vl031,vl3,tool,도구,орудие,工具(总称）,багаж,gong1 ju4 (zong3 cheng1),
,vl032,vl2,umbrella,우산,"зонт, зонтик",雨伞,шүхэр,yu3 san3 ,
,vl033,vl2,wheel,바퀴,колесо,轮子,дугуй,lun2 zi,
,vl034,vl2,box,상자,коробка,箱子,хайрцаг,xiang1 zi,
,vl035,vl2,trunk,큰 상자/궤,сундук,大箱子,авдар,da4 xiang1 zi,
,vl036,vl2,drawer,서랍,ящик,抽屉,шургуулга,chou1 ti,
,vl037,vl1,table,탁자,стол,桌子,ширээ,zhuo1 zi,
,vl038,vl2,desk,책상,письменный стол,书桌,бичгийн ширээ,shu1 zhuo1 ,
,vl039,vl1,chair,의자,стул,椅子,сандал,yi3 zi,
,vl040,vl2,stool,걸상(등받이가 없는),табуретка,凳子,бандан сандал,deng4 zi,
,vl041,vl1,firewood,장작,дрова,柴火,түлээ мод,chai2 huo ,
,vl042,vl2,matches,성냥,спички,火柴,шүдэнз,huo3 chai2 ,
,vl043,vl2,charcoal,숯,древесный уголь ,炭/木炭,модны нүүрс,tan4 /mu4 tan4,
,vl044,vl1,lamp,등/등불,лампа,灯(电灯的+),дэн,deng1 (dian4 deng1 de +),
,vl045,vl2,oil cup for lamp,등잔,светильник (с горящим маслом),煤油灯,дэнлүү,mei2 you2 deng1 ,
,vl046,vl2,torch,횃불,факел,火炬,бамбар,huo3 ju4 ,
,vl047,vl2,lamp oil,등유,керосин,灯油,дэнгийн тос,deng1 you2 ,
,vl048,vl2,string,끈/줄,шнурок,绳子,үдээс,sheng2 zi,
,vl049,vl1,rope,밧줄,канат,大绳子/粗绳子,олс,da4 sheng2 zi /cu1 sheng2 zi,
,vl050,vl3,straw rope,새끼줄,верёвка (соломенная),草绳,сүрлэн дээс,cao3 sheng2 ,
,vl051,vl2,strap,가죽 끈,лямка,皮条儿(捆东西的+),сур,pi2 tiao2r (kun3 dong1 xi de +),
,vl052,vl2,stick,지팡이,трость,拐棍/手杖,таяг,guai3 gun4 ,
,vl053,vl2,board,판(板),планка,板子,банз,ban3 zi,
,vl054,vl3,board,널빤지,доска (плоский кусок дерева),木板,банз,mu4 ban3 ,
,vl055,vl3,roof timber,서까래,стропило ,椽子,унь,chuan2 zi,
,vl056,vl3,girder,대들보,балка,梁(房梁的+),ноён нуруу,liang2 (fang2 liang2 de +),
,vl057,vl2,roof window (of pao),지붕 창,окно на крыше (чума),天窗,тооно,tian1 chuang1 ,
,vl058,vl1,ceiling,천장,потолок,天花板,адар тааз,tian1 hua1 ban3 ,
,vl059,vl2,shelf,선반,полка,架子,тавиур,jia4 zi,
,vl060,vl3,foundation stone,주춧돌,краеугольный камень,阶石(地基用的+),суурь чулуу,jie1 shi2 (di4 ji1 yong4 de +),
,vl061,vl3,stage,무대,сцена,舞台,тайз,wu3 tai2 ,
,vl062,vl2,bag,가방,сумка,皮包,цүнх,pi2 bao1 ,
,vl063,vl2,oar,노(배의+),весло,桨(船桨的+),сэлүүр,jiang3 (chuan2 jiang3 de +),
,vl064,vl2,fan,부채,веер,扇子,дэвүүр,shan4 zi,
,vl065,vl3,razor,면도칼,бритва,剃刀,сахлын тонгорог,ti4 dao1 ,
,vl066,vl2,toy,장난감,игрушка,玩具,тоглоом,wan2 ju4 ,
,vl067,vl2,doll,인형,кукла,玩具娃娃,хүүхэлдэй,wan2 ju4 wa2 wa,
,vl068,vl2,mask,가면,маска,面具/假面,баг,mian4 ju4 /jia3 mian4,
,vl069,vl3,label,표(標),ярлык,牌子/商标,тэмдэг,pai2 zi /shang1 biao1,
,vl070,vl3,ticket,표(票),билет,票(车票的+),тасалбар,piao4 (che1 piao4 de +),
,vl071,vl3,post-card,엽서,открытка,明信片,ил захидал,ming2 xin4 pian4 ,
,vl072,vl3,notebook,공책,тетрадь,本子(作业本子的+),дэвтэр,ben3 zi (zuo4 ye4 ben3 zi de +),
,vl073,vl2,light,불빛,огонёк,灯光,галын гэрэл,deng1 guang1 ,
,vl074,vl1,glasses,안경,очки,眼镜儿,нүдний шил,yan3 jing4r,
,vl075,vl3,camera,카메라,фотоаппарат,照相机,зургийн аппарат,zhao4 xiang4 ji1 ,
,vl076,vl3,radio,라디오,радио,收音机,радио,shou1 yin1 ji1 ,
,vl077,vl2,"clock, watch",시계,часы,表/钟(手表的+),цаг,biao3 /zhong1 (shou3 biao3 de +) ,
,vl078,vl3,threshold,문턱,порог,门坎,босго,men2 kan3 ,
,vl079,vl3,lintel,문미(문 또는 창문 위에 가로 댄 나무),притолока (верхняя горизонтальная перемычка оконного или дверного проёма),门楣/门梁,тотгоны мод,men2 mei2 /men2 liang2,
,vl080,vl2,marshy house,진흙 집,дом из глины,泥房子,шавар байшин,ni2 fang2 zi,
,vl081,vl2,puddle,구덩이,яма,坑(土坑的+),мухар нүх,keng1 (tu3 keng1 de +),
,vl082,vl1,storehouse,창고,склад,仓库,амбаар,cang1 ku4,
,vl083,vl2,vegetable garden,텃밭,огород,菜园子,гэрийн хажуу дахь тариалангийн талбай,cai4 yuan2 zi,
,vl084,vl2,toilet/bathroom,변소,"уборная, туалет",厕所,"бие засах газар, жорлон",ce4 suo3 ,
,vl085,vl2,"hut, lodge",오두막,хижина,棚子,овоохой,peng2 zi ,
,vl086,vl2,fence,울타리,забор,栅子,хашаа,zha4 zi,
,vl087,vl2,paint,페인트,краска (напр. для покрытия забора),油漆,будаг,you2 qi1 ,
,vl088,vl2,garden,정원,сад,庭园,цэцэрлэг,ting2 yuan2,
,vl089,vl2,staircase,계단,лестница,楼梯,шат,lou2 ti1 ,
,vl090,vl1,kitchen,부엌,кухня,厨房,гал тогоо,chu2 fang2 ,
,vl091,vl2,"second floor, first floor",이층,второй этаж,二楼,хоёрдугаар давхар,er4 lou2 ,
,vl092,vl1,castle,성(城),замок (дворец и крепость),城(城门的+),хэрэм,cheng2 (cheng2 men2 de +),
,vl093,vl2,ancestrial shrine,사당,место поклонения предкам,庙(土地庙的+),тахилгын сүм,miao4 (tu3 di4 miao4 de +),
,vl094,vl2,under-floor heating system,온돌,пол с подогревом,炕(热炕的+),халуун ханз,kang4 (re4 kang4 de +),
,vl095,vl2,brick,벽돌,кирпич,砖(砖瓦的+),тоосго,zhuan1 (zhuan1 wa3 de +),
,vl096,vl2,tile,기와,черепица,瓦(砖瓦的+),ваар,wa3 (zhuan1 wa3 de +),
,vl097,vl3,lime (stone),석회,известь,石灰,шохой,shi2 hui1 ,
,vl098,vl3,upper floor,수조,бак для воды,水槽,усан сан,shui3 cao2 ,
,vl099,vl3,sewer,수채,сточная труба,下水道,бохир усны хоолой,xia4 shui3 dao4 ,
,vl100,vl3,tractor,트랙터,трактор,拖拉机,трактор,tuo1 la1 ji1 ,
,vl101,vl2,plow (n.),쟁기,плуг,犁(犁地的+),анжис,li2 (li2 di4 de +),
,vl102,vl2,rake (n.),써레,борона,耙子,борной самнуур,pa2 zi,
,vl103,vl2,hoe,호미,маленькая мотыга с короткой ручкой,锄头,богино иштэй зээтүү,chu2 tou,
,vl104,vl2,"hoe, pick",괭이,мотыга,镐头,зээтүү,gao3 tou,
,vl105,vl1,sickle,낫(짧은+),серп,镰刀(短把的+),хадуур,lian2 dao1 (duan3 ba4 de +),
,vl106,vl1,scythe,낫(긴+),коса,镰刀(长把的+),шимээсэг,lian2 dao1 (chang2 ba4 de +),
,vl107,vl2,hammer,망치,молоток,锤子(铁制的+),алх,chui2 zi (tie3 zhi4 de +),
,vl108,vl1,"nail, spike",못,гвоздь,钉子,хадаас,ding1 zi,
,vl109,vl2,saw,톱,пила,锯子,хөрөө,ju4 zi,
,vl110,vl1,axe,도끼,топор,斧子,сүх,fu3 zi,
,vl111,vl2,plane,대패,рубанок,刨子(工具),харуул,bao4 zi (gong1 ju4),
,vl112,vl2,chisel,끌,"зубило, долото",凿子,цүүц,zao2 zi,
,vl113,vl3,adz,자귀,тесло,锛子,ооль,ben1 zi,
,vl114,vl2,rasp,줄,напильник,锉(锉刀的+),хуурай,cuo4 (cuo4 dao1 de +),
,vl115,vl2,tongs/pliers,집게/펜치,щипцы,钳子,бахь,qian2 zi,
,vl116,vl2,"awl, gimlet",송곳,шило,锥子,"шөвөг, өрөм",zhui1 zi,
,vl117,vl2,scale,저울,весы,秤(杆秤的+),жинлүүр,cheng4 (gan3 cheng4 de +),
,vl118,vl1,bit,재갈,удила,马嚼子,амгай,ma3 jiao2 zi,
,vl119,vl2,saddle-girth,뱃대끈,подпруга,马肚带,олом,ma3 du4 dai4 ,
,vl120,vl1,saddle,안장,седло,鞍(马鞍子的+),эмээл,an1 (ma3 an1 zi de +),
,vl121,vl2,cushion,깔개(안장 밑의+),прокладка под седлом,鞍垫子,"гөлөм, тохом",an1 dian4 zi,
,vl122,vl1,footstall,등자,стремя,马镫子,дөрөө,ma3 deng4 zi,
,vl123,vl1,bridle,굴레,"узда, уздечка",笼头,ногт,long2 tou ,
,vl191,vl1,yoke (n.),멍에,"ярмо, хомут",轭子/马轭,буулга,e4 zi/ ma3 e4,
,vl124,vl1,rein(s),고삐,вожжи,缰绳,жолоо,jiang1 sheng,
,vl125,vl1,horseshoe,편자,подкова,马掌,тах,ma3 zhang3 ,
,vl126,vl1,thill,끌채,оглобля,车辕,арал,che1 yuan2,
,vl188,vl2,long trap??,장대올가미,шест с петлей,套马竿,уурга,tao4 ma3 gan1 ,
,vl127,vl2,tether,소 끈,привязь для коров,牛缰绳,аргамжаа,niu2 jiang1 sheng2 ,
,vl128,vl1,whip,채찍,"кнут, бич",鞭子,ташуур,bian1 zi,
,vl129,vl2,stick,막대기/몽둥이,палка,棍子,"саваа, шийдэм, муна",gun4 zi,
,vl130,vl2,hammer,방망이,дубинка,槌子(木制的+),цохиур,chui2 zi (mu4 zhi4 de +),
,vl131,vl2,winnow,키,веялка,簸箕,тарианы дэвүүр,bo4 ji,
,vl132,vl2,sieve,체,"решето, сито",筛子,шигшүүр,shai1 zi,
,vl133,vl1,basket,바구니/광주리,корзина,篮子/筐子,сийрсэн сав,lan2 zi/kuang1 zi,
,vl134,vl3,manure,비료,удобрение,肥料,бордоо,fei2 liao4 ,
,vl135,vl2,cattle dung,쇠똥,коровий помёт,牛粪,үхрийн баас,niu2 fen4 ,
,vl192,vl2,cattle dung,쇠똥(연료),коровий помёт (топливо),,аргал,,
,vl193,vl2,horse dung,말똥,помёт лошади,,хомоол,,
,vl194,vl2,camel/sheep/goat dung,"낙타, 양, 염소의 똥","помёт верблюда, козы, овцы",,хоргол,,
,vl136,vl2,lock,자물쇠,замок (дверной),锁(钥匙和锁的+),цоож,suo3 (yao4 shi he2 suo3 de +),
,vl137,vl2,key,열쇠,ключ,钥匙,түлхүүр,yao4 shi,
,vl138,vl3,broom,빗자루,"метла, веник",扫帚,шүүр,sao4 zhou,
,vl139,vl3,tin,통,бочка,桶(水桶的+),торх,tong3 (shui3 tong3 de +),
,vl140,vl3,bucket,양동이,ведро,铝皮水桶,хувин,lv3 pi2 shui3 tong3,
,vl141,vl3,basin,대야,тазик,盆(脸盆的+),түмпэн,pen2 (lian3 pen2 de +),
,vl142,vl3,washbasin,세숫대야,тазик (для умывания),脸盆,нүүр угаах сав,lian3 pen2 ,
,vl143,vl1,mirror,거울,зеркало,镜子,толь,jing4 zi,
,vl144,vl3,soap,비누,мыло,肥皂/香皂,саван,fei2 zao4 /xiang1 zao4,
,vl145,vl3,dust cloth,걸레,тряпка,抹布(擦炕的抹布的+),шалны алчуур,mo2 bu4 (ca1 kang4 de ma2 bu4+),
,vl146,vl3,knife,작은 칼,ножик,小刀,тонгорог,xiao3 dao1,
,vl147,vl3,"blade, edge",날(刃),лезвие,刀韧,ир,dao1 ren4,
,vl148,vl3,ladder,사다리,лестница (напр. пожарная),梯子,шат,ti1 zi,
,vl149,vl1,comb,빗(총칭),расчёска,梳子,сам,shu1 zi,
,vl189,vl1,a bamboo comb,참빗,частый гребень,篦子,нарийн шүдтэй сам,bi4 zi,
,vl190,vl1,a coarse comb,얼레빗,редкий гребень,梳子,сийрэг шүдтэй сам,shu1 zi,
,vl150,vl3,wooden comb,나무 빗,деревянная расчёска,木梳,модон сам,mu4 shu1 ,
,vl151,vl1,scissors,가위,ножницы,剪子,хайч,jian3 zi,
,vl152,vl3,brush,솔,щётка,刷子,сойз,shua1 zi,
,vl153,vl3,candle,양초,свеча,蜡烛,лаа,la4 zhu2 ,
,vl154,vl3,electric lamp,전등,электрическая лампа,电灯,чийдэн,dian4 deng1 ,
,vl155,vl3,ashes,재,"пепел, зола",烟灰/炉灰,үнс,yan1 hui1 /lu2 hui1,
,vl156,vl3,lacquer,옻칠,"лакировка, покрытие лаком",漆(油漆的+),чий ,qi1 (you2 qi1 de +),
,vl157,vl3,"powder, flour",가루,порошок,粉(粉末的+),нунтаг,fen3 (fen3 mo4 de +),
,vl158,vl1,dust,먼지,пыль,灰尘,тоос,hui1 chen2 ,
,vl159,vl3,mote,티끌,соринка,尘埃,хир буртаг,chen2 ai1 ,
,vl160,vl3,soot,그을음,сажа,锅烟子(锅底的灰),хөө тортог,guo1 yan1 zi（guo1 di4 de hui1),
,vl161,vl3,"steam, vapor",김,пар,蒸汽,уур,zheng1 qi4 ,
,vl162,vl1,smoke,연기,дым,烟(冒烟的+),утаа,yan1 (mao4 yan1 de +),
,vl163,vl3,bubble,거품,пена,泡沫,хөөс,pao4 mo4 ,
,vl164,vl3,material,재료,материал,材料,материал,cai2 liao4 ,
,vl165,vl3,"scrap, rubbish",쓰레기,мусор,垃圾,хог,la1 ji1 ,
,vl166,vl3,"timber, wood",목재,древесина,木材,мод,mu4 cai2 ,
,vl167,vl3,fuel,땔감/연료,топливо,燃料,түлш,ran2 liao4 ,
,vl168,vl3,electricity,전기(電氣),электричество,电(电灯的+),цахилгаан,dian4 (dian4 deng1 de +),
,vl169,vl3,petroleum,석유,нефть,煤油,газрын тос,mei2 you2 ,
,vl170,vl3,rubber,고무,резина,橡皮,хаймар,xiang4 pi2 ,
,vl171,vl3,glue,풀(붙이는),клей,浆糊',цавуу,jiang4 hu,
,vl172,vl3,"pole, bar, stick, stalk, rod",장대,шест,竿子,шургааг мод,gan1 zi,
,vl173,vl3,fishing-rod,낚싯대,удилище,钓鱼竿,загасны уурга,diao4 yu2 gan1 ,
,vl174,vl3,fishing-line,낚싯줄,леска,钓鱼线,загасны уурганы утас,diao4 yu2 xian4 ,
,vl175,vl3,hook (for fishing),낚싯바늘,рыболовный крючок,鱼钩,загасны дэгээ,yu2 gou1 ,
,vl176,vl1,fishing net,그물,сеть (напр. рыболовная),鱼网,тор,yu2 wang3 ,
,vl177,vl3,harpoon,작살,острога,鱼叉,загасны сэрээ,yu2 cha1 ,
,vl178,vl3,"tube, pipe",대롱,трубочка,管子(管道的+),гуурс,guan3 zi (guan3 dao4 de +),
,vl179,vl3,wire,철사,проволока,铁丝,төмөр утас,tie3 si1 ,
,vl180,vl3,chain,사슬,цепь,链子,гинж,lian4 zi,
,vl181,vl1,"present, gift",선물,подарок,礼物,бэлэг,li3 wu4 ,
,vl182,vl3,embroidery,자수,вышивка,刺绣,хатгамал,ci4 xiu4 ,
,vl183,vl3,decoration,장식,украшение,装饰(美丽的装饰的+),чимэглэл,zhuang1 shi4 (mei3 li4 de zhuang1 shi4 de +),
,vl184,vl3,souvenir,기념품,сувенир,纪念品,бэлэг дурсгал,ji4 nian4 pin3 ,
,vl185,vl3,harvest,수확물,урожай,收获物,ургац,shou1 huo4 wu4 ,
,vl186,vl3,crop,농작물/작물,культура (напр. рис),庄稼,таримал ургамал,zhuang1 jia,
,vl187,vl3,bunch,다발/묶음,пучок,捆(一捆小麦的+)/束,баглаа,kun3 (yi4 kun3 xiao3 mai4 de +) /shu4 ,
,vg001,vg1,clothes,옷,одежда,衣服,хувцас,yi1 fu ,
,vg002,vg1,put on,입다(옷을+),одеваться,穿(穿衣服的+),өмсөх,chuan1 (chuan1 yi1 fu de +) ,
,vg003,vg1,take off,벗다(옷을+),раздеваться,脱(脱衣服的+),тайлах,tuo1 (tuo1 yi1 fu de +) ,
,vg004,vg2,upper garment,상의,,上衣,дээгүүр хувцас,shang4 yi1 ,
,vg068,vg2,jacket,재킷,пиджак,夹克,хүрэм,jia1 ke4,
,vg069,vg2,shirt,셔츠,рубашка,衬衫,цамц,chen4 shan1,
,vg005,vg1,trousers,바지,"штаны, брюки",裤子,өмд,ku4 zi,
,vg006,vg2,outer trousers,덧바지,вторые штаны (надеваемые поверх первых),套裤,богино өмд,tao4 ku4 ,
,vg007,vg1,skirt,치마,юбка,裙子,банзал,qun2 zi,
,vg008,vg1,leather,가죽,шкура (напр. овечья),皮革,арьс шир,pi2 ge2,
,vg009,vg1,leather garment,가죽옷,"одежда из кожи, кожаная одежда",皮衣,арьсан хувцас,pi2 yi1 ,
,vg010,vg1,fur,털가죽/모피,мех,毛皮,ангийн үс,mao2 pi2 ,
,vg011,vg1,fur clothes,모피옷,одежда из меха,皮袄,ангийн үсээр хийсэн хувцас,pi2 ao3,
,vg067,vg1,fur coat,모피 외투,шуба,毛皮外套儿,ангийн үсээр хийсэн пальто,mao2 pi2 wai4 tao4r,
,vg012,vg1,headgear,모자(총칭),головной убор,帽子(总称),малгай,mao4 zi (zong3 cheng1),
,vg013,vg1,fur hat,털모자,шапка (меховая),毛皮帽子,үстэй малгай,mao2 pi2 mao4 zi,
,vg014,vg1,hat,모자(챙이 있는+),шляпа,帽子(有沿儿的+),саравчтай малгай,mao4 zi (you3 yan2r de +),
,vg015,vg2,a hemp hood,두건,,头巾,,tou2 jin1 ,
,vg016,vg1,thread,실,нитка,线(缝衣服线的+),утас,xian4 (feng2 yi1 fu xian4 de +),
,vg050,vg1,needle,바늘/침(針),иголка,针(缝衣服用的+),зүү,zhen1 (feng2 yi1 fu yong4 de +),
,vg052,vg1,sew,바느질하다,шить,缝(缝衣服的+),оёх,feng2 (feng2 yi1 fu de +),
,vg017,vg2,silk thread,명주실,шёлковая нитка,丝(丝绸的+),торгон утас,si1 (si1 chou2 de +),
,vg018,vg1,wool,양털,овечья шерсть,羊毛,хонины ноос,yang2 mao2 ,
,vg019,vg1,cloth,천/옷감,ткань,布(布料的+),бөс даавуу,bu4 (bu4 liao4 de +),
,vg020,vg3,"cloth, fabric",직물,,织品,сүлжмэл эдлэл,zhi1 pin3,
,vg021,vg2,cotton fabric,면(綿),хлопчатобумажная ткань,棉(棉花的+),хөвөн даавуу,mian2 (mian2 hua1 de +),
,vg022,vg2,cotton,목화/솜,хлопок,棉花,хөвөн,mian2 hua,
,vg023,vg2,silk,비단,шёлк,绸子,торго,chou2 zi,
,vg024,vg2,hemp cloth,마(麻)/아마,лён,纤麻,олс,xian1 ma2 ,
,vg025,vg2,slippers,슬리퍼,тапочки,拖鞋,углааш,tuo1 xie2 ,
,vg026,vg2,gloves,장갑,перчатки,手套,бээлий ,shou3 tao4 ,
,vg027,vg2,mitten,장갑(벙어리+),"варежки, рукавицы",手套(不分手指的+),ганц хурууны бээлий,shou3 tao4 (bu4 fen1 shou3 zhi3 de +),
,vg028,vg2,socks,양말,носки,袜子,оймс,wa4 zi,
,vg029,vg1,shoes,신발,обувь,鞋/鞋子(穿鞋的+),гутал,xie2 /xie2 zi (chuan1 xie2 de +),
,vg030,vg1,boots,장화,сапоги,靴(靴子的+),түрийтэй гутал,xue1 (xue1 zi de+),
,vg065,vg1,moccasins,펠트화(겨울장화),валенки,高长靴,эсгий гутал,gao1 chang2 xue1,
,vg066,vg1,galoshes,덧신(방수용),галоши,套鞋,усны гутал,tao4 xie2,
,vg031,vg1,fur boots,털가죽 장화,кожаные сапоги c мехом,毛皮靴,үстэй гутал,mao2 pi2 xue1 ,
,vg032,vg2,towel,면 수건,полотенце,毛巾,хөвөн алчуур,mao2 jin1 ,
,vg033,vg1,underwear,속옷,нижнее белье,衬衣(内衣),дотуур хувцас,chen4 yi1 (nei4 yi1),
,vg034,vg2,lined clothes,겹옷,"одежда, сшитая из ткани в два слоя (на подкладке)",夹衣,дотортой хувцас,jia2 yi1 ,
